instances;name;agentes;status_1;vars_makespan_1;clauses_makespan_1;cost_makespan_1;time_makespan_1;vars_soc_1;clauses_soc_1;cost_soc_1;time_soc_1;status_2;vars_makespan_2;clauses_makespan_2;cost_makespan_2;time_makespan_2;vars_soc_2;clauses_soc_2;cost_soc_2;time_soc_2;status_3;vars_makespan_3;clauses_makespan_3;cost_makespan_3;time_makespan_3;vars_soc_3;clauses_soc_3;cost_soc_3;time_soc_3;status_4;vars_makespan_4;clauses_makespan_4;cost_makespan_4;time_makespan_4;vars_soc_4;clauses_soc_4;cost_soc_4;time_soc_4;status_5;vars_makespan_5;clauses_makespan_5;cost_makespan_5;time_makespan_5;vars_soc_5;clauses_soc_5;cost_soc_5;time_soc_5
175;Instance-20-10-54-5_enc1;54;0;205890;1998379;740;3;535291;6533471;740;6.12;0;205890;1998379;740;3.23;535291;6533471;740;5.58;0;398910;1894800;740;1.65;1214446;5896119;740;6.06;0;792343;149835;740;8.332980871;2427451;435400;740;38.38199115;3;;;;;;;-1;600
176;Instance-20-10-54-6_enc1;54;0;237818;2395387;787;3.51;626417;7830999;787;8.91;0;237818;2395387;787;3.81;626417;7830999;787;7.48;0;471894;2257296;787;2.15;1443156;7038089;787;16.71;0;940000;176807;787;8.776049376;2887338;518042;787;256.2322755;3;;;;;;;-1;600
177;Instance-20-10-54-7_enc1;54;0;172466;1554587;773;6.09;901423;11732507;773;36.41;0;172466;1554587;773;6.5;901423;11732507;773;29.94;0;318364;1497284;773;5;2143283;10457114;773;50.37;0;632033;122531;773;27.80714011;4291323;766534;773;182.1766977;3;;;;;;;-1;600
178;Instance-20-10-54-8_enc1;54;0;204079;1949340;776;8.06;835699;10797777;776;59.13;0;204079;1949340;776;8.21;835699;10797777;776;36.54;0;392158;1854598;776;35.79;1976681;9636177;776;151.67;1;779568;149091;776;18.9;-1;-1;776;600;3;;;;;;;-1;600
179;Instance-20-10-54-9_enc1;54;0;287303;3090728;717;3.05;412125;4819680;717;9.63;0;287303;3090728;717;3.84;412125;4819680;717;5.29;0;596368;2871130;717;2.12;905930;4393056;717;7.93;0;1189243;220446;717;10.2825706;1809718;329601;717;30.45058441;3;;;;;;;-1;600
180;Instance-20-10-56-0_enc1;56;0;221230;2236986;791;8.08;711677;9139511;791;50.04;0;221230;2236986;791;9.5;711677;9139511;791;26.19;0;440540;2102099;791;7.81;1675076;8168708;791;65.67;1;876011;163469;791;37.54431391;-1;-1;791;600;3;;;;;;;-1;600
181;Instance-20-10-56-1_enc1;56;0;221558;2158504;855;22.35;1451010;19578456;845;254.48;0;221558;2158504;855;24.15;1451010;19578456;845;112.13;0;434616;2041040;855;20.89;3561401;17338364;845;317.01;1;864874;163450;855;103.6232972;-1;-1;855;600;3;;;;;;;-1;600
182;Instance-20-10-56-2_enc1;56;0;234646;2390371;754;9.25;794939;10328312;754;60.88;0;234646;2390371;754;9.74;794939;10328312;754;25.55;0;468944;2246505;754;14;1882355;9222376;754;63.62;1;933565;174717;754;30.95763826;-1;-1;754;600;3;;;;;;;-1;600
183;Instance-20-10-56-3_enc1;56;0;222671;2260785;724;4.74;566825;7069272;724;21.42;0;222671;2260785;724;5.08;566825;7069272;724;10.6;0;443895;2124929;724;5.46;1303774;6358044;724;32.88;0;883090;165021;724;9.429781914;2606910;468989;724;64.53047633;3;;;;;;;-1;600
184;Instance-20-10-56-4_enc1;56;0;136785;1145601;749;1.93;376268;4305595;749;11.87;0;136785;1145601;749;2.22;376268;4305595;749;4.1;0;240103;1115861;749;1.18;818729;3941774;749;17.06;0;474808;93892;749;8.229089737;1635054;297518;749;25.70427585;3;;;;;;;-1;600
185;Instance-20-10-56-5_enc1;56;0;246808;2519686;769;28.94;1431467;19400763;765;357.55;0;246808;2519686;769;31.32;1431467;19400763;765;252.33;0;496417;2364767;769;69.58;3510733;17192833;765;528.89;1;988617;184160;769;377.454612;-1;-1;769;600;3;;;;;;;-1;600
186;Instance-20-10-56-6_enc1;56;0;247659;2538550;805;12.84;1125278;15023539;795;60.41;0;247659;2538550;805;13.57;1125278;15023539;795;40.61;0;498902;2379300;805;24.14;2727744;13346039;795;119.96;1;993765;185444;805;28.04;-1;-1;-1;600;3;;;;;;;-1;600
187;Instance-20-10-56-7_enc1;56;0;193207;1826791;780;8.61;1121482;14917891;780;182.33;0;193207;1826791;780;9.14;1121482;14917891;780;57.13;0;369215;1738393;780;9.19;2718564;13248411;780;276.12;1;734406;139866;780;78.67;-1;-1;-1;600;3;;;;;;;-1;600
188;Instance-20-10-56-8_enc1;56;0;324123;3568939;773;9.29;547692;6724055;773;16.54;0;324123;3568939;773;9.94;547692;6724055;773;12.31;0;685566;3296106;773;21.96;1248226;6061806;773;34.19;0;1368368;251266;773;16.8166225;2496427;448882;773;38.04189563;3;;;;;;;-1;600
189;Instance-20-10-56-9_enc1;56;0;169376;1509882;852;4.37;426462;4980638;852;25.21;0;169376;1509882;852;4.69;426462;4980638;852;9.87;0;310155;1457953;852;3.44;939392;4544575;852;26.37;0;615266;120088;852;11.45011449;1876910;341383;852;47.66694736;3;;;;;;;-1;600
190;Instance-20-10-58-0_enc1;58;1;276287;2944440;746;61.84;1303391;17643838;746;600;0;276287;2944440;746;65.53;1303391;17643838;746;583.94;1;571574;2736812;746;239.04;3197434;15642389;746;600;1;1140214;209937;746;176.67;-1;-1;-1;600;3;;;;;;;-1;600
191;Instance-20-10-58-1_enc1;58;0;189590;1812098;756;2.17;412686;4876748;756;4.9;0;189590;1812098;756;2.3;412686;4876748;756;4.01;0;362742;1726923;756;1.36;912103;4441783;756;7.04;0;720349;136948;756;6.959067106;1821565;329010;756;28.90614152;3;;;;;;;-1;600
192;Instance-20-10-58-2_enc1;58;1;175980;1596492;863;59.69;1227759;16521243;863;600;1;175980;1596492;863;63.25;1227759;16521243;863;600;1;328405;1529501;863;76.48;3003033;14653621;863;600;1;651869;125071;863;257.57;-1;-1;-1;600;3;;;;;;;-1;600
193;Instance-20-10-58-3_enc1;58;0;187922;1799708;770;6.4;720485;9281238;770;84.3;0;187922;1799708;770;6.83;720485;9281238;770;18.13;0;360718;1709359;770;15.15;1700743;8294666;770;93.45;1;716496;135511;770;19.91;-1;-1;-1;600;3;;;;;;;-1;600
194;Instance-20-10-58-4_enc1;58;0;140690;1196484;767;3.4;616346;7754663;767;23.74;0;140690;1196484;767;3.43;616346;7754663;767;8.06;0;249341;1163211;767;2.1;1429219;6960086;767;31.1;0;493667;97450;767;8.038466454;2859222;512360;767;67.26792669;3;;;;;;;-1;600
195;Instance-20-10-58-5_enc1;58;0;251009;2580427;836;43.32;882079;11547757;836;307.37;0;251009;2580427;836;43.57;882079;11547757;836;179.22;0;507760;2415601;836;30.16;2112181;10287050;836;492.53;1;1012755;188646;836;34.89387679;-1;-1;836;600;3;;;;;;;-1;600
196;Instance-20-10-58-6_enc1;58;0;181678;1694314;813;3.39;541480;6674723;813;14.42;0;181678;1694314;813;3.48;541480;6674723;813;7.24;0;342844;1619042;813;5.17;1237720;6015090;813;18.7;0;681397;130172;813;18.80138826;2475355;443320;813;71.0497992;3;;;;;;;-1;600
197;Instance-20-10-58-7_enc1;58;0;233417;2430427;678;2.86;514574;6383573;678;5.54;0;233417;2430427;678;3.15;514574;6383573;678;5.31;0;472031;2275244;678;1.62;1175289;5752890;678;7;0;939487;173372;678;12.35224009;2348908;418280;678;26.91754174;3;;;;;;;-1;600
198;Instance-20-10-58-8_enc1;58;1;137921;1168498;798;28.94;1036321;13788986;798;600;1;137921;1168498;798;31.59;1036321;13788986;798;600;1;244445;1135137;798;35.2;2513113;12249216;798;600;1;482643;94369;798;24.9911387;-1;-1;798;600;3;;;;;;;-1;600
199;Instance-20-10-58-9_enc1;58;1;133287;1118923;880;396.88;1505827;20539725;880;600;1;133287;1118923;880;377.32;1505827;20539725;880;600;1;234173;1085857;880;465.34;3722036;18182486;880;600;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
200;Instance-20-10-60-0_enc1;60;0;198718;1908084;837;25.73;1081559;14486932;837;239.56;0;198718;1908084;837;25.66;1081559;14486932;837;115.82;0;383621;1812006;837;36;2636717;12869962;837;299.2;1;763292;143494;837;148.8;-1;-1;-1;600;3;;;;;;;-1;600
201;Instance-20-10-60-1_enc1;60;0;249951;2627169;790;97.04;896304;11883506;790;256.57;0;249951;2627169;790;94.47;896304;11883506;790;269.48;0;511308;2449813;790;76.2;2161622;10580899;790;320.68;1;1018531;187285;790;171.4530246;-1;-1;790;600;3;;;;;;;-1;600
202;Instance-20-10-60-2_enc1;60;0;196337;1877819;868;4.35;867204;11384244;868;14.37;0;196337;1877819;868;3.95;867204;11384244;868;10.4;0;377222;1787266;868;1.86;2078780;10141418;868;16.36;1;750881;142316;868;11.38;-1;-1;-1;600;3;;;;;;;-1;600
203;Instance-20-10-60-3_enc1;60;0;219452;2190941;871;5.69;580097;7272957;871;20.98;0;219452;2190941;871;5.34;580097;7272957;871;10.51;0;433066;2065834;871;3.73;1340335;6539810;871;21.65;0;862128;161277;871;12.28337812;2680972;478215;871;41.30517387;3;;;;;;;-1;600
204;Instance-20-10-60-4_enc1;60;0;348506;3973158;760;5.66;759623;9879272;760;17.76;0;348506;3973158;760;5.29;759623;9879272;760;9.74;0;754428;3641021;760;13.81;1806395;8819678;760;32.48;1;1506478;271394;760;27.34707999;-1;-1;760;600;3;;;;;;;-1;600
205;Instance-20-10-60-5_enc1;60;1;278198;2982011;876;124.11;987213;13193091;876;600;0;278198;2982011;876;122.47;987213;13193091;876;329.66;1;576565;2771723;876;464.58;2392513;11734207;876;600;1;1150051;211603;876;121.8894923;-1;-1;876;600;3;;;;;;;-1;600
206;Instance-20-10-60-6_enc1;60;0;280616;3012234;849;6.98;1341855;18285962;824;36.69;0;280616;3012234;849;7.29;1341855;18285962;824;28.08;0;583643;2796572;849;5.8;3310569;16205803;824;54.94;1;1164668;212703;849;55.59558392;-1;-1;849;600;3;;;;;;;-1;600
207;Instance-20-10-60-7_enc1;60;0;148579;1286872;906;7.26;707649;9108193;906;181.82;0;148579;1286872;906;7.42;707649;9108193;906;44.35;0;266411;1244570;906;14.8;1670139;8144715;906;275.88;1;527785;102710;906;22.61199236;-1;-1;906;600;3;;;;;;;-1;600
208;Instance-20-10-60-8_enc1;60;0;210299;2090935;759;2.37;441968;5306462;759;4.87;0;210299;2090935;759;2.44;441968;5306462;759;4.15;0;413798;1974837;759;1.7;989054;4812422;759;6.7;0;823499;154182;759;6.61005497;1976617;354274;759;19.44884396;3;;;;;;;-1;600
209;Instance-20-10-60-9_enc1;60;0;184921;1733669;835;44.35;1311783;17815663;835;235.36;0;184921;1733669;835;44.27;1311783;17815663;835;399.81;0;352054;1652745;835;95.25;3232649;15788424;835;327.03;1;699703;132754;835;31.464463;-1;-1;835;600;3;;;;;;;-1;600
210;Instance-20-10-62-0_enc1;62;0;252928;2655199;809;4.91;785644;10276091;809;30.07;0;252928;2655199;809;4.96;785644;10276091;809;10.49;0;519277;2473484;809;3.61;1881559;9161665;809;49.97;1;1035604;189049;809;19.81810474;-1;-1;809;600;3;;;;;;;-1;600
211;Instance-20-10-62-1_enc1;62;0;241785;2481135;955;46.27;1585351;21906465;952;389.59;0;241785;2481135;955;45.86;1585351;21906465;952;284.79;1;488544;2321470;955;46.14;3955549;19387774;952;600;1;974185;180195;955;168.5439506;-1;-1;955;600;3;;;;;;;-1;600
212;Instance-20-10-62-2_enc1;62;0;242047;2555184;836;18.55;621618;7999073;836;99.93;0;242047;2555184;836;18.62;621618;7999073;836;78.05;0;494552;2384894;836;43.59;1459032;7165942;836;176.71;0;985284;180886;836;72.90361428;2918236;517266;836;289.881624;3;;;;;;;-1;600
213;Instance-20-10-62-3_enc1;62;0;224587;2256380;884;5.37;797638;10406021;884;21.62;0;224587;2256380;884;5.22;797638;10406021;884;13.29;0;447153;2121227;884;7.7;1908531;9280405;884;41.03;1;891718;166219;884;17.48;-1;-1;-1;600;3;;;;;;;-1;600
214;Instance-20-10-62-4_enc1;62;0;227269;2318469;883;12.02;1013568;13596604;883;250;0;227269;2318469;883;12.12;1013568;13596604;883;41.36;0;456464;2172335;883;22.3;2471979;12079870;883;306.78;1;909354;167677;883;36.42250085;-1;-1;883;600;3;;;;;;;-1;600
215;Instance-20-10-62-5_enc1;62;0;277557;2951213;1008;14.52;1741828;24112827;1008;73.73;0;277557;2951213;1008;14.65;1741828;24112827;1008;37.68;0;575888;2743471;1008;11.25;4363800;21318941;1008;108.23;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
216;Instance-20-10-62-6_enc1;62;1;222624;2309389;846;48.23;2232683;31426201;826;600;0;222624;2309389;846;48.54;2232683;31426201;826;523.19;1;449598;2158445;846;82.16;5643738;27748103;827;600;1;895619;165227;846;252.6301646;-1;-1;846;600;3;;;;;;;-1;600
217;Instance-20-10-62-7_enc1;62;0;235598;2424063;797;10.14;1747824;24229744;773;181.74;0;235598;2424063;797;10.18;1747824;24229744;773;39.77;0;477871;2265435;797;7.36;4381064;21418118;773;236.15;1;952161;175499;797;86.34608936;-1;-1;797;600;3;;;;;;;-1;600
218;Instance-20-10-62-8_enc1;62;0;214719;2153480;773;12.63;885693;11743924;773;44.67;0;214719;2153480;773;12.58;885693;11743924;773;32.63;0;426521;2026118;773;17.86;2140085;10454261;773;60.05;1;848973;157786;773;15.99;-1;-1;-1;600;3;;;;;;;-1;600
219;Instance-20-10-62-9_enc1;62;2;175475;1644460;-1;600;-1;-1;1108;600;2;175475;1644460;-1;600;-1;-1;1108;600;2;334135;1562379;-1;600;-1;-1;1616;600;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
220;Instance-20-10-64-0_enc1;64;0;238673;2493705;897;9.68;730806;9574750;897;171.62;0;238673;2493705;897;9.77;730806;9574750;897;166.26;0;485140;2328035;897;35.62;1744248;8549291;897;253.11;1;967001;177086;897;31.82674289;-1;-1;897;600;3;;;;;;;-1;600
221;Instance-20-10-64-1_enc1;64;0;227896;2319656;944;14.38;1570361;21831773;925;136.97;0;227896;2319656;944;14.65;1570361;21831773;925;106.98;0;456426;2178061;944;12.96;3929061;19327283;925;245.52;1;909492;168353;944;57.64;-1;-1;-1;600;3;;;;;;;-1;600
222;Instance-20-10-64-2_enc1;64;0;248971;2585706;922;79.55;1062304;14361118;922;285.91;0;248971;2585706;922;79.29;1062304;14361118;922;163.42;0;506584;2416553;922;69.25;2603801;12758552;922;238.81;1;1010561;185309;922;231.3262401;-1;-1;922;600;3;;;;;;;-1;600
223;Instance-20-10-64-3_enc1;64;1;257569;2687322;1018;45.75;1612997;22343455;1018;600;0;257569;2687322;1018;45.73;1612997;22343455;1018;209.79;0;526149;2507714;1018;98.98;4039077;19771173;1018;552.17;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
224;Instance-20-10-64-4_enc1;64;1;203284;1967568;950;60.37;1319863;18054605;950;600;0;203284;1967568;950;60.55;1319863;18054605;950;330.32;1;395168;1864519;950;272.24;3275017;15997325;950;600;1;787695;147669;950;230.6133273;-1;-1;950;600;3;;;;;;;-1;600
225;Instance-20-10-64-5_enc1;64;0;213124;2135837;941;60.33;941028;12638709;941;223.88;0;213124;2135837;941;58.4;941028;12638709;941;236.39;0;422020;2010718;941;44.46;2291273;11243178;941;430.38;1;839904;155908;941;81.31409788;-1;-1;941;600;3;;;;;;;-1;600
226;Instance-20-10-64-6_enc1;64;0;144477;1254329;901;19.88;774073;10138781;901;487.26;0;144477;1254329;901;19.45;774073;10138781;901;416.19;1;260552;1210896;901;85.17;1855492;9035201;901;600;1;517251;99266;901;161.9517438;-1;-1;901;600;3;;;;;;;-1;600
227;Instance-20-10-64-7_enc1;64;0;202418;1952821;970;32.67;814285;10685505;970;157.79;0;202418;1952821;970;32.88;814285;10685505;970;170.3;0;392974;1850358;970;37.59;1956343;9519145;970;190.38;1;783275;147028;970;53.22;-1;-1;-1;600;3;;;;;;;-1;600
228;Instance-20-10-64-8_enc1;64;0;179718;1705771;895;7.17;909099;12140981;894;163.04;0;179718;1705771;895;7.25;909099;12140981;894;50.05;0;343255;1622869;895;19.74;2207461;10807650;894;150.33;1;682430;128594;895;45.85;-1;-1;-1;600;3;;;;;;;-1;600
229;Instance-20-10-64-9_enc1;64;1;215144;2160324;904;160.16;1253331;17142899;904;600;1;215144;2160324;904;160.78;1253331;17142899;904;600;1;427719;2031430;904;291.34;3105336;15193985;904;600;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
230;Instance-20-10-66-0_enc1;66;0;283797;3013471;930;6.67;1014283;13775727;930;42.8;0;283797;3013471;930;6.83;1014283;13775727;930;19.54;0;590208;2802229;930;15.85;2471007;12023797;930;73.93;0;1179110;216020;930;33.42131972;4950317;873982;930;122.8271806;3;;;;;;;-1;600
231;Instance-20-10-66-1_enc1;66;0;255534;2672145;907;43.04;1257700;17510850;907;294.04;0;255534;2672145;907;44.05;1257700;17510850;907;311.59;0;525784;2488146;907;95.93;3108900;15147373;907;536.41;1;1049719;191651;907;161.5743046;-1;-1;907;600;3;;;;;;;-1;600
232;Instance-20-10-66-2_enc1;66;1;266051;2805154;1026;177.5;1616805;23076783;1026;600;1;266051;2805154;1026;182.02;1616805;23076783;1026;600;1;548345;2610461;1026;254.65;4034419;19776854;1026;600;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
233;Instance-20-10-66-3_enc1;66;0;176114;1647300;993;14.71;1373168;19365584;993;229.27;0;176114;1647300;993;14.61;1373168;19365584;993;143.92;0;332999;1572882;993;21.82;3406020;16671925;993;371.99;1;663907;124976;993;32.89142609;-1;-1;993;600;3;;;;;;;-1;600
234;Instance-20-10-66-4_enc1;66;1;336738;3865473;873;586.98;1142983;15885559;873;600;1;336738;3865473;873;585.99;1142983;15885559;873;600;2;734123;3532402;-1;600;-1;-1;2148;600;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
235;Instance-20-10-66-5_enc1;66;0;311619;3447659;963;7.29;1361877;19154153;963;17.29;0;311619;3447659;963;7.34;1361877;19154153;963;18.62;0;663140;3177367;963;15.46;3374435;16499925;963;40.65;1;1325229;240283;963;37.55964947;-1;-1;963;600;3;;;;;;;-1;600
236;Instance-20-10-66-6_enc1;66;0;222568;2272874;928;6.26;887766;12030749;928;23.59;0;222568;2272874;928;6.18;887766;12030749;928;13.62;0;446729;2130923;928;3.81;2152285;10553752;928;30.6;0;890770;164110;928;22.36317825;4309834;759981;928;166.9150739;3;;;;;;;-1;600
237;Instance-20-10-66-7_enc1;66;1;240239;2525046;981;160.87;1306254;18473426;981;600;1;240239;2525046;981;160.7;1306254;18473426;981;600;1;490221;2353132;981;390.94;3236228;15930345;981;600;1;977658;179003;981;114.7960768;-1;-1;981;600;3;;;;;;;-1;600
238;Instance-20-10-66-8_enc1;66;0;161437;1441280;916;9.83;972354;13204102;916;174.68;0;161437;1441280;916;9.85;972354;13204102;916;65.19;0;297713;1388944;916;10.96;2365874;11556372;916;212.62;1;592279;113928;916;30.54687572;-1;-1;916;600;3;;;;;;;-1;600
239;Instance-20-10-66-9_enc1;66;0;252705;2666000;981;9.43;1371455;19383785;981;56.21;0;252705;2666000;981;9.34;1371455;19383785;981;33.44;0;517568;2486704;981;15.12;3400304;16693232;981;85.68;1;1033630;189662;981;51.79191518;-1;-1;981;600;3;;;;;;;-1;600
240;Instance-20-10-68-0_enc1;68;1;316483;3513464;992;59.1;1652547;23709133;987;600;1;316483;3513464;992;58.81;1652547;23709133;992;600;1;676117;3236568;992;129.9;4137917;20240519;986;600;1;1351818;244420;992;531.8595314;-1;-1;992;600;3;;;;;;;-1;600
241;Instance-20-10-68-1_enc1;68;1;238886;2464187;978;265.53;1668799;24019574;978;600;1;238886;2464187;978;264.27;1668799;24019574;978;600;2;485378;2303729;-1;600;-1;-1;2025;600;1;969408;177160;978;460.5886631;-1;-1;978;600;3;;;;;;;-1;600
242;Instance-20-10-68-2_enc1;68;1;230800;2406545;911;432.07;1911292;27812231;905;600;1;230800;2406545;911;424.45;1911292;27812231;911;600;1;470670;2241044;911;549.88;4816575;23615199;911;600;1;938505;171658;911;435.8702497;-1;-1;911;600;3;;;;;;;-1;600
243;Instance-20-10-68-3_enc1;68;1;149096;1333434;1019;11.31;1419967;20263084;1016;600;0;149096;1333434;1019;11.37;1419967;20263084;1014;268.6;1;272746;1282098;1019;10.96;3539676;17356268;1018;600;1;542311;103097;1019;32.67008495;-1;-1;1019;600;3;;;;;;;-1;600
244;Instance-20-10-68-4_enc1;68;0;308124;3440831;885;6.23;982464;13550837;885;42.12;0;308124;3440831;885;6.21;982464;13550837;885;14.6;0;657695;3172037;885;15.24;2399160;11792443;885;60.07;1;1314079;237464;885;34.72883773;-1;-1;885;600;3;;;;;;;-1;600
245;Instance-20-10-68-5_enc1;68;0;245071;2522708;1058;37.88;1134386;15739212;1058;509.39;0;245071;2522708;1058;37.65;1134386;15739212;1058;183.22;1;497117;2359541;1058;101.44;2792843;13624193;1058;600;1;992741;181569;1058;344.7452414;-1;-1;1058;600;3;;;;;;;-1;600
246;Instance-20-10-68-6_enc1;68;2;276067;2974243;-1;600;-1;-1;2109;600;2;276067;2974243;-1;600;-1;-1;2109;600;2;577318;2754603;-1;600;-1;-1;2117;600;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
247;Instance-20-10-68-7_enc1;68;1;232144;2364481;977;106.04;1284078;18091349;977;600;1;232144;2364481;977;98;1284078;18091349;977;600;1;467100;2216660;977;202.05;3181249;15565576;977;600;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
248;Instance-20-10-68-8_enc1;68;0;214031;2120244;1025;17.8;1485150;21204467;1025;527.59;0;214031;2120244;1025;17.08;1485150;21204467;1025;489.82;1;422460;2002441;1025;39.94;3702727;18181836;1025;600;1;842950;156789;1025;72.28;-1;-1;-1;600;3;;;;;;;-1;600
249;Instance-20-10-68-9_enc1;68;0;233082;2368819;989;5.3;827627;11075902;989;68.69;0;233082;2368819;989;4.83;827627;11075902;989;12.5;0;469386;2221452;989;11.1;1996122;9712912;989;80.96;1;937365;171781;989;31.48598099;-1;-1;989;600;3;;;;;;;-1;600
250;Instance-20-10-70-0_enc1;70;1;197273;1957182;894;70;1161072;16384369;894;600;0;197273;1957182;894;65;1161072;16384369;894;481.55;1;388526;1846995;894;151.07;2872903;14125116;894;600;1;774330;143138;894;181.4943755;-1;-1;894;600;3;;;;;;;-1;600
251;Instance-20-10-70-1_enc1;70;0;274100;2994307;915;10.73;955333;13168199;915;39.6;0;274100;2994307;915;9.59;955333;13168199;915;17.09;0;577631;2766450;915;13.03;2339579;11436916;915;75.92;1;1153946;207331;915;43.21601868;-1;-1;915;600;3;;;;;;;-1;600
252;Instance-20-10-70-2_enc1;70;0;256399;2753513;958;63.12;1316402;18773033;958;310.18;0;256399;2753513;958;56.32;1316402;18773033;958;184.78;0;534107;2553661;958;57.41;3280991;16075186;958;290.99;1;1066631;193086;958;131.6424181;-1;-1;958;600;3;;;;;;;-1;600
253;Instance-20-10-70-3_enc1;70;1;239196;2541721;921;126.61;1966774;28917029;921;600;1;239196;2541721;921;120.33;1966774;28917029;921;600;1;493026;2361892;921;453.66;4976003;24516427;921;600;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
254;Instance-20-10-70-4_enc1;70;0;228393;2341907;938;16.87;1647585;23836862;934;270.8;0;228393;2341907;938;15.7;1647585;23836862;934;63.26;0;461422;2194893;938;28.37;4137716;20314027;934;406.83;1;920989;168582;938;56.42500663;-1;-1;938;600;3;;;;;;;-1;600
255;Instance-20-10-70-5_enc1;70;2;168111;1549308;-1;600;-1;-1;1715;600;2;168111;1549308;-1;600;-1;-1;1715;600;2;317258;1477980;-1;600;-1;-1;1766;600;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
256;Instance-20-10-70-6_enc1;70;0;284695;3100859;1029;9.26;1293163;18288768;1023;353.82;0;284695;3100859;1029;8.08;1293163;18288768;1023;99.29;0;600829;2864873;1029;49.38;3216502;15678125;1023;473.45;1;1201122;216361;1029;69.27225471;-1;-1;1029;600;3;;;;;;;-1;600
257;Instance-20-10-70-7_enc1;70;0;202412;2074053;904;28.11;655850;8665189;904;222.12;0;202412;2074053;904;26.01;655850;8665189;904;92.22;0;405686;1941617;904;53.87;1565037;7650467;904;345.67;1;808619;147345;904;35.95507979;-1;-1;904;600;3;;;;;;;-1;600
258;Instance-20-10-70-8_enc1;70;0;161786;1500236;880;10.59;864214;11782606;880;318;1;161786;1500236;880;9.3;864214;11782606;880;600;0;304592;1436431;880;52.75;2100971;10284781;880;487.31;0;606118;114368;880;26.55789733;4207445;738607;880;437.0063534;3;;;;;;;-1;600
259;Instance-20-10-70-9_enc1;70;2;286546;3121792;-1;600;-1;-1;2212;600;2;286546;3121792;-1;600;-1;-1;2212;600;2;604793;2883784;-1;600;-1;-1;2229;600;3;-1;-1;-1;600;-1;-1;-1;600;3;;;;;;;-1;600
